0.00933860907628182	0.000878380456975709	9.99976572021692e-05	1.23096320130603e-05	1.66628861540922e-06	2.38489803227297e-07	3.59799562730718e-08	5.48651856226725e-09	0.0833514307236202	0.00212214573971136	0.000159002826911806	1.05307300845817e-05	1.22397393669289e-06	1.24511332078821e-07	1.69490807790982e-08	2.08230822531303e-09	0.00652888319137610	-0.000153827127390781	2.20597642367102e-05	-9.95640271229826e-07	1.75331811540544e-07	-8.63578706399061e-09	2.03558636331296e-09	-8.58703931184651e-11
0.000878380456975709	0.00235492378424685	0.000313471551285608	4.37753870265755e-05	6.24389602585738e-06	9.47640311224567e-07	1.48917380783346e-07	2.36535534204942e-08	0.00633930353644026	0.0203416424124277	0.000745926941419988	6.85516742972344e-05	5.31946323643596e-06	6.90421532954676e-07	7.75881604194401e-08	1.10861738062026e-08	0.000414554245780945	0.00157475218761272	-5.10946055527444e-05	9.27334367007011e-06	-4.70608402880654e-07	9.58191369740219e-08	-4.98386977591172e-09	1.29768506068696e-09
9.99976572021692e-05	0.000313471551285608	0.000594813943079913	9.70237285652823e-05	1.56689118319166e-05	2.50720366216400e-06	4.17627736490824e-07	6.89473997183469e-08	0.000690713254501630	0.00220135002791851	0.00496754611175048	0.000227265192018478	2.41574268166364e-05	2.12641065699766e-06	3.01742349211300e-07	3.57840085918694e-08	4.66969103172432e-05	0.000142140523107802	0.000380047736075491	-1.46763071221828e-05	3.18519044158176e-06	-1.75588212140263e-07	4.05768891352824e-08	-2.19361620279449e-09
1.23096320130603e-05	4.37753870265755e-05	9.70237285652823e-05	0.000150496464574951	2.83559023182249e-05	5.12719975919879e-06	9.00690495614533e-07	1.57099901094057e-07	8.15119521495159e-05	0.000294947303147159	0.000662479622389784	0.00121393989825942	6.53427150151827e-05	7.77966183618557e-06	7.60061784938523e-07	1.12509115695419e-07	5.35637264824848e-06	1.97259203214401e-05	4.22373560281236e-05	9.17762343469022e-05	-3.96792055634637e-06	9.99452053032706e-07	-5.85200408225659e-08	1.47863836494956e-08
1.66628861540922e-06	6.24389602585738e-06	1.56689118319166e-05	2.83559023182249e-05	3.81455105095740e-05	8.03629170319936e-06	1.59159045856420e-06	2.91694013843353e-07	1.08146853016644e-05	4.03704702514531e-05	0.000102909443269009	0.000188104844512521	0.000296871741227631	1.82071004068789e-05	2.37592316414928e-06	2.43901134707498e-07	7.10264640136312e-07	2.62507290419854e-06	6.80846761325720e-06	1.18420405020062e-05	2.21769888881714e-05	-1.03680806824804e-06	2.97499372947311e-07	-1.82957385844071e-08
2.38489803227297e-07	9.47640311224567e-07	2.50720366216400e-06	5.12719975919879e-06	8.03629170319936e-06	9.68484622163218e-06	2.22977043127315e-06	4.56869923477356e-07	1.51115767145379e-06	6.01012647515139e-06	1.58182360115174e-05	3.28009064225964e-05	5.17521965336046e-05	7.26510789738806e-05	4.96361004646632e-06	6.70839015628652e-07	9.79912881509893e-08	3.90880655548991e-07	1.01781627827388e-06	2.14674434200599e-06	3.21711360911529e-06	5.36218511195093e-06	-2.65370924888148e-07	8.26461077546422e-08
3.59799562730718e-08	1.48917380783346e-07	4.17627736490824e-07	9.00690495614533e-07	1.59159045856420e-06	2.22977043127315e-06	2.45076373121329e-06	5.75015595953579e-07	2.23904291705355e-07	9.22638552285447e-07	2.58694090574393e-06	5.54213820938225e-06	9.91309090840313e-06	1.39367724742354e-05	1.77470559962640e-05	1.25442853741713e-06	1.44485050142143e-08	5.92699127669504e-08	1.66616005606374e-07	3.52891198172938e-07	6.41836672812014e-07	8.55553944091406e-07	1.29438723139649e-06	-6.95598319162032e-08
5.48651856226725e-09	2.36535534204942e-08	6.89473997183469e-08	1.57099901094057e-07	2.91694013843353e-07	4.56869923477356e-07	5.75015595953579e-07	5.54655132019662e-07	3.34974825414022e-08	1.44156103325711e-07	4.17986777628972e-07	9.51375856145400e-07	1.75333459990538e-06	2.78014522227181e-06	3.52635981839176e-06	4.06119886057457e-06	2.14300851120517e-09	9.22336350728046e-09	2.66121097934648e-08	6.07081485241897e-08	1.10554568996209e-07	1.78116895654629e-07	2.14661383802800e-07	2.89951430161314e-07
0.0833514307236202	0.00633930353644026	0.000690713254501630	8.15119521495159e-05	1.08146853016644e-05	1.51115767145379e-06	2.23904291705355e-07	3.34974825414022e-08	0.744941343285045	0.00564008995439261	0.000927646133225414	4.85727037156891e-05	7.40806760071148e-06	6.54966929092926e-07	1.00074273061679e-07	1.12653770122294e-08	0.0584050958055018	-0.00242239036812213	0.000231311676793319	-1.50759782120433e-05	1.88100474651580e-06	-1.40915388946313e-07	2.15168005111954e-08	-1.62976561691011e-09
0.00212214573971136	0.0203416424124277	0.00220135002791851	0.000294947303147159	4.03704702514531e-05	6.01012647515139e-06	9.22638552285447e-07	1.44156103325711e-07	0.00564008995439261	0.179506841870054	0.00196839964276713	0.000393777246735651	2.41097874739206e-05	4.09982921971729e-06	4.00267743417914e-07	6.43070343464242e-08	-0.000288412507172468	0.0141164653613034	-0.000827686507165260	9.73785047375593e-05	-7.31423529890847e-06	1.02749674159765e-06	-8.39593396636671e-08	1.37220606408998e-08
