0.00933849153008464	0.000878369400696733	9.99963985322493e-05	1.23094771601175e-05	1.66626825034948e-06	2.38490769795817e-07	3.60045307990392e-08	5.63952563227528e-09	9.13093194832493e-10	1.51565128045831e-10	2.57129422995783e-11	4.43751990444563e-12	7.77217603017715e-13	1.37749583587388e-13	2.46296384570177e-14	4.32545318206577e-15	0.0833503815691219	0.00212211902801090	0.000159000825543171	1.05305976293209e-05	1.22395900300083e-06	1.24512087735321e-07	1.69607743931730e-08	2.14209219900146e-09	3.17310987125522e-10	4.53293488361924e-11	7.09748684344842e-12	1.09432735985143e-12	1.78287035887826e-13	2.88944648789901e-14	4.84108246096882e-15	7.81860016951637e-16	0.00652880101153693	-0.000153825191149993	2.20594865688365e-05	-9.95627734348773e-07	1.75329630018916e-07	-8.63559992079746e-09	2.03631471553569e-09	-8.55286523657626e-11	3.00483514709366e-11	-7.84003673414177e-13	5.27672375997684e-13	-1.94073380115692e-15	1.06080241356584e-14	2.42343106120631e-16	2.36288436328792e-16	1.12348471554761e-17
0.000878369400696733	0.00235489414255088	0.000313467605670134	4.37748365732473e-05	6.24382082264954e-06	9.47648946478721e-07	1.49037992017032e-07	2.43689444839166e-08	4.09151355587327e-09	7.04374466901037e-10	1.23537604811432e-10	2.20298998448376e-11	3.97943741223136e-12	7.26877072338171e-13	1.33784489237122e-13	2.39839006823893e-14	0.00633922374286890	0.0203413863697628	0.000745917552539732	6.85508122693197e-05	5.31939981196116e-06	6.90428392137747e-07	7.76564460060308e-08	1.14229479342463e-08	1.55176216216988e-09	2.43984526312741e-10	3.68993896555855e-11	6.06713460851532e-12	9.80260040482347e-13	1.66456887534709e-13	2.80346733902233e-14	4.70427254571967e-15	0.000414549027737061	0.00157473236601945	-5.10939624083018e-05	9.27322699246278e-06	-4.70602322099153e-07	9.58188737382400e-08	-4.98246847568684e-09	1.32684686692046e-09	-5.60634393153228e-11	2.23834846206862e-11	-5.40734236538627e-13	4.38306597872999e-13	2.51125976402958e-17	9.66308397597500e-15	2.66871267838492e-16	2.26556790529135e-16
9.99963985322493e-05	0.000313467605670134	0.000594806456574384	9.70225098724273e-05	1.56687282281561e-05	2.50724667539211e-06	4.18036123754734e-07	7.12295110883204e-08	1.24844988355745e-08	2.22922836054979e-09	4.05526546537459e-10	7.47720182549468e-11	1.39574946592307e-11	2.62964093319214e-12	4.98791168196976e-13	9.18387952500604e-14	0.000690704560464626	0.00220132231959296	0.00496748358612717	0.000227262337027550	2.41571432420231e-05	2.12645922704883e-06	3.02042623425277e-07	3.70325691812608e-08	5.82273081166628e-09	8.44067790637770e-10	1.40003607785983e-10	2.23025851563256e-11	3.83508888436260e-12	6.46997981008725e-13	1.14031221717105e-13	1.92189242418301e-14	4.66963225408094e-05	0.000142138733987374	0.000380042952454891	-1.46761220834430e-05	3.18515152875358e-06	-1.75582948037296e-07	4.05971294027514e-08	-2.18988095842649e-09	6.54224145117038e-10	-2.73976874702766e-11	1.24430692314541e-11	-2.69999261830614e-13	2.69259158436009e-13	1.13785160162684e-15	6.46169611813247e-15	1.95736224720594e-16
1.23094771601175e-05	4.37748365732473e-05	9.70225098724273e-05	0.000150494581146897	2.83555930061743e-05	5.12735957729228e-06	9.01798216233391e-07	1.62861883412326e-07	2.97560045188768e-08	5.54665453539438e-09	1.04675811103034e-09	2.00202042892375e-10	3.86459652343655e-11	7.52461997367187e-12	1.47207478673749e-12	2.78762616378169e-13	8.15109265832612e-05	0.000294943593099057	0.000662471293744668	0.00121392465246739	6.53419982573532e-05	7.77989784390247e-06	7.61134290917433e-07	1.16677571728758e-07	1.54326912445986e-08	2.57370828695913e-09	3.95625924846489e-10	6.88843138865487e-11	1.15098920086011e-11	2.06265560583851e-12	3.61724955870277e-13	6.36057820993244e-14	5.35630525313990e-06	1.97256721785972e-05	4.22368249738714e-05	9.17750811800882e-05	-3.96786503988456e-06	9.99460524396494e-07	-5.84908486874803e-08	1.51831390431599e-08	-8.37574822516045e-10	2.79663933465559e-10	-1.14398836161778e-11	5.93107865793915e-12	-1.11068430638706e-13	1.40769703146933e-13	1.22737360970636e-15	3.53146628817437e-15
1.66626825034948e-06	6.24382082264954e-06	1.56687282281561e-05	2.83555930061743e-05	3.81451951084137e-05	8.03681062063472e-06	1.59420692559985e-06	3.03859323177389e-07	5.88285084075946e-08	1.14345942238190e-08	2.25277386802521e-09	4.47068708418586e-10	8.95250212762448e-11	1.80279423724429e-11	3.64446864842909e-12	7.10250524869365e-13	1.08145523599298e-05	4.03699792253566e-05	0.000102908212300504	0.000188102673546408	0.000296868542117866	1.82082592762490e-05	2.37974955853110e-06	2.55126396938874e-07	4.17826057743627e-08	5.91463101822149e-09	1.03985808320907e-09	1.68639872193342e-10	3.06970551458402e-11	5.36063510241661e-12	9.96592135585438e-13	1.74208216162521e-13	7.10255894904283e-07	2.62504090439968e-06	6.80838582367861e-06	1.18419031036043e-05	2.21767421859195e-05	-1.03672425079469e-06	2.97761456975224e-07	-1.81891559891800e-08	5.26225135984311e-09	-2.93210501292618e-10	1.09258566339602e-10	-4.29980829662320e-12	2.56063545410920e-12	-3.90599031881843e-14	6.61619794234809e-14	7.37390048742721e-16
2.38490769795817e-07	9.47648946478721e-07	2.50724667539211e-06	5.12735957729228e-06	8.03681062063472e-06	9.68650631096197e-06	2.23557688256252e-06	4.79637721288161e-07	9.80507961304883e-08	2.01901452471205e-08	4.14896362619265e-09	8.59578642106666e-10	1.78636859732448e-10	3.73191703529477e-11	7.80188449902425e-12	1.56731886789445e-12	1.51116048041834e-06	6.01016231395685e-06	1.58184286299856e-05	3.28016040116137e-05	5.17542295106283e-05	7.26562468738497e-05	4.97654221200616e-06	7.04105748752514e-07	8.18650377349404e-08	1.42137589165706e-08	2.13983228408606e-09	3.94659951181168e-10	6.72410093173563e-11	1.27511712681935e-11	2.31579585837621e-12	4.27406667609962e-13	9.79914049582393e-08	3.90882628369764e-07	1.01782748042511e-06	2.14678565633622e-06	3.21723131442618e-06	5.36250336959178e-06	-2.64822876415849e-07	8.57741444106370e-08	-5.39576244913204e-09	1.73198752476483e-09	-9.63649214850320e-11	4.00906990470730e-11	-1.49277300089379e-12	1.03057029082044e-12	-1.17433850944374e-14	2.77533771328002e-14
3.60045307990392e-08	1.49037992017032e-07	4.18036123754734e-07	9.01798216233391e-07	1.59420692559985e-06	2.23557688256252e-06	2.46455849852745e-06	6.14238959289161e-07	1.41064563937964e-07	3.06844737074044e-08	6.67833591463645e-09	1.44357275328486e-09	3.13198340432210e-10	6.79148830815941e-11	1.47266398564814e-11	3.05124797247731e-12	2.24044190216309e-07	9.23320233678896e-07	2.58922191126009e-06	5.54816357148957e-06	9.92662253903569e-06	1.39632807379680e-05	1.77966717821634e-05	1.34258245555934e-06	2.03565994647359e-07	2.54658678189327e-08	4.65926340615132e-09	7.42167347230988e-10	1.43016887849648e-10	2.55052422615228e-11	5.01345930048630e-12	9.03315766584477e-13	1.44572475399283e-08	5.93123941220668e-08	1.66758064910440e-07	3.53263257310514e-07	6.42676170506044e-07	8.57120967755249e-07	1.29763231890545e-06	-6.65320469667687e-08	2.41345240667610e-08	-1.54555345287226e-09	5.49129246611201e-10	-3.01692476754537e-11	1.40440351096781e-11	-4.85358690828664e-13	3.92938473975789e-13	-3.65960806464764e-15
5.63952563227528e-09	2.43689444839166e-08	7.12295110883204e-08	1.62861883412326e-07	3.03859323177389e-07	4.79637721288161e-07	6.14238959289161e-07	6.28338722751666e-07	1.67341024837166e-07	4.08120984629930e-08	9.38696898375206e-09	2.14851019103569e-09	4.86470754116777e-10	1.10126301347236e-10	2.47825209121981e-11	5.30956196171535e-12	3.43932984294092e-08	1.48332622029264e-07	4.31211100080287e-07	9.84517462476487e-07	1.82175590981859e-06	2.90457782183764e-06	3.71780042751235e-06	4.36298858567063e-06	3.58899779120998e-07	5.78704309825312e-08	7.74069008703247e-09	1.48517974338840e-09	2.49246286890253e-10	5.00072890179168e-11	9.28298960137942e-12	1.80016469223954e-12	2.19945355891342e-09	9.48656080777410e-09	2.74412883995833e-08	6.27916134386969e-08	1.14784373985829e-07	1.86023501033810e-07	2.25355462144659e-07	3.14245381519809e-07	-1.64948218028352e-08	6.67478544259626e-09	-4.30644932758788e-10	1.69248354221745e-10	-9.07769416994247e-12	4.74682707234903e-12	-1.49321794623434e-13	1.37876823631275e-13
9.13093194832493e-10	4.09151355587327e-09	1.24844988355745e-08	2.97560045188768e-08	5.88285084075946e-08	9.80507961304883e-08	1.41064563937964e-07	1.67341024837166e-07	1.60535537813246e-07	4.53189683125666e-08	1.16638207694936e-08	2.82226620546724e-09	6.76468709746514e-10	1.59850147263219e-10	3.75390734635166e-11	8.31839869994290e-12	5.46842211378250e-09	2.44180729517574e-08	7.42957254371172e-08	1.75925323477236e-07	3.46866063114402e-07	5.72451753458355e-07	8.30126489699128e-07	9.80622713286167e-07	1.07061436042617e-06	9.53034943586279e-08	1.62442511245117e-08	2.31143975675326e-09	4.63222750448552e-10	8.15958080052587e-11	1.69479105922218e-11	3.10319887203791e-12	3.47623747149651e-10	1.54818200386372e-09	4.70935228186778e-09	1.10909815333025e-08	2.19080453572591e-08	3.56927289132497e-08	5.25919923877208e-08	5.86977516906466e-08	7.61622842985813e-08	-4.04334721333212e-09	1.82204185234293e-09	-1.17273339033346e-10	5.10268109403409e-11	-2.64004585017077e-12	1.55682185082281e-12	-4.65025788202817e-14
1.51565128045831e-10	7.04374466901037e-10	2.22922836054979e-09	5.54665453539438e-09	1.14345942238190e-08	2.01901452471205e-08	3.06844737074044e-08	4.08120984629930e-08	4.53189683125666e-08	4.11067417717659e-08	1.22217027260993e-08	3.30253094425737e-09	8.37107230942906e-10	2.09334961530556e-10	5.13002918635713e-11	1.18148348308437e-11	8.90391763666277e-10	4.12947116453707e-09	1.30124244612890e-08	3.22535481751529e-08	6.59839037786511e-08	1.16036404941483e-07	1.74323873637677e-07	2.33185594612816e-07	2.56870841697090e-07	2.62973514227777e-07	2.51824811827384e-08	4.51543991244046e-09	6.80619076944597e-10	1.41965267285381e-10	2.60749576534658e-11	5.29936749650394e-12	5.61691782128540e-11	2.60355250219272e-10	8.17983242024471e-10	2.02630548110849e-09	4.12109022664878e-09	7.25775606596446e-09	1.07560018956389e-08	1.46138117797091e-08	1.51838913250170e-08	1.84751229846066e-08	-9.80974303281241e-10	4.92342708513668e-10	-3.13062288017040e-11	1.51141336711393e-11	-7.46854008778607e-13	4.75967448947277e-13
