0.00933849152846638	0.000878369400544488	9.99963985149131e-05	1.23094771579904e-05	1.66626825007358e-06	2.38490769799941e-07	3.60045308130858e-08	5.63952560732510e-09	9.13093237867899e-10	1.51565130804034e-10	2.57129115976156e-11	4.43753434709659e-12	7.77224507541267e-13	1.37763681097720e-13	2.46604332122724e-14	4.44418047308199e-15	8.17703795795575e-16	1.56852118441933e-16	2.34017184392567e-17	-1.59239028094995e-18	-8.89921394712094e-20	0.0833503815546782	0.00212211902764282	0.000159000825515825	1.05305976275126e-05	1.22395900296666e-06	1.24512087846182e-07	1.69607744971123e-08	2.14209224500050e-09	3.17310994003884e-10	4.53293305421437e-11	7.09747035257664e-12	1.09431709457375e-12	1.78280114264736e-13	2.89020667757186e-14	4.85476458266850e-15	8.25589970559450e-16	1.42566599227812e-16	2.37295847962550e-17	4.54723934624318e-18	1.59640438513061e-18	5.51752409744569e-19	0.00652880101040556	-0.000153825191123387	2.20594865650402e-05	-9.95627734184194e-07	1.75329629995878e-07	-8.63559990914057e-09	2.03631472399241e-09	-8.55286504823645e-11	3.00483536452322e-11	-7.84010172035647e-13	5.27674477301924e-13	-1.94017860692974e-15	1.06058060944510e-14	2.42867663980088e-16	2.36852403507339e-16	1.44105901108491e-17	4.37020854520363e-18	1.21367135640804e-18	-7.23855789946160e-20	1.65572472798721e-19	3.92440190323650e-21
0.000878369400544488	0.00235489414214286	0.000313467605615828	4.37748365656689e-05	6.24382082157544e-06	9.47648946319140e-07	1.49037991991536e-07	2.43689444825602e-08	4.09151355996558e-09	7.04374471332495e-10	1.23537604001787e-10	2.20299016330722e-11	3.97944255758933e-12	7.26914555023121e-13	1.33957522669451e-13	2.48678457795264e-14	4.64510537727234e-15	8.74836774360282e-16	1.65411336320776e-16	2.86171968255050e-17	2.88024913363032e-18	0.00633922374177003	0.0203413863662383	0.000745917552410535	6.85508122575502e-05	5.31939981109547e-06	6.90428392039173e-07	7.76564459667024e-08	1.14229479443057e-08	1.55176218481949e-09	2.43984529167238e-10	3.68993852442084e-11	6.06713384641085e-12	9.80261675000727e-13	1.66468880351293e-13	2.80733802883564e-14	4.88333401253686e-15	8.47394145783887e-16	1.49542493104877e-16	2.64126102593260e-17	5.08595657214484e-18	1.24927622671875e-18	0.000414549027665194	0.00157473236574660	-5.10939623994479e-05	9.27322699085961e-06	-4.70602322009589e-07	9.58188737206538e-08	-4.98246847672681e-09	1.32684686793454e-09	-5.60634369942224e-11	2.23834834325274e-11	-5.40733854347288e-13	4.38306469610784e-13	2.52928182917751e-17	9.66335590099279e-15	2.67996744599000e-16	2.34919349060271e-16	1.28621932129800e-17	6.32091545988680e-18	3.17548634113901e-19	3.21460617926158e-19	1.71180950674088e-20
9.99963985149131e-05	0.000313467605615828	0.000594806456471331	9.70225098556194e-05	1.56687282254412e-05	2.50724667495841e-06	4.18036123683268e-07	7.12295110771617e-08	1.24844988337300e-08	2.22922836078210e-09	4.05526547377898e-10	7.47720238252519e-11	1.39575235625336e-11	2.62978300577492e-12	4.99506558305832e-13	9.54644049503230e-14	1.83388283600737e-14	3.53655834145432e-15	6.84184408702855e-16	1.32272264560318e-16	2.43636655212895e-17	0.000690704560344864	0.00220132231921161	0.00496748358526650	0.000227262336988197	2.41571432378383e-05	2.12645922668591e-06	3.02042623371003e-07	3.70325691782750e-08	5.82273081070399e-09	8.44067784014426e-10	1.40003607173173e-10	2.23025912444677e-11	3.83509988850100e-12	6.47038419285992e-13	1.14198333724417e-13	1.99862934240333e-14	3.59492803042762e-15	6.44383533358859e-16	1.17422921567689e-16	2.13569116097713e-17	3.82998655774027e-18	4.66963225327121e-05	0.000142138733962752	0.000380042952389044	-1.46761220808985e-05	3.18515152820172e-06	-1.75582948006514e-07	4.05971293956159e-08	-2.18988095795465e-09	6.54224145196516e-10	-2.73976881300786e-11	1.24430693171602e-11	-2.69998973586309e-13	2.69259672222617e-13	1.13929300082757e-15	6.46861168949940e-15	2.14368226127679e-16	1.69212975350592e-16	1.05195721334529e-17	4.71331841694817e-18	4.35674602233714e-19	1.33998431987313e-19
1.23094771579904e-05	4.37748365656689e-05	9.70225098556194e-05	0.000150494581120821	2.83555930012611e-05	5.12735957640388e-06	9.01798216076959e-07	1.62861883384627e-07	2.97560045141028e-08	5.54665453542787e-09	1.04675811477665e-09	2.00202063083739e-10	3.86460638901121e-11	7.52510502461110e-12	1.47445898073290e-12	2.90470451537818e-13	5.74441816903043e-14	1.13953421025964e-14	2.26495031750178e-15	4.50093081854297e-16	8.60835839579821e-17	8.15109265691870e-05	0.000294943593047999	0.000662471293629900	0.00121392465225705	6.53419982460287e-05	7.77989784255423e-06	7.61134290783953e-07	1.16677571710206e-07	1.54326912430030e-08	2.57370828663452e-09	3.95625926823276e-10	6.88843219561606e-11	1.15099236735209e-11	2.06279234076158e-12	3.62323769065172e-13	6.62936575487611e-14	1.20132575703533e-14	2.23070311384686e-15	4.12289555626597e-16	7.72194426398083e-17	1.38926384296591e-17	5.35630525221546e-06	1.97256721751823e-05	4.22368249665547e-05	9.17750811641855e-05	-3.96786503919705e-06	9.99460524223189e-07	-5.84908486773502e-08	1.51831390405912e-08	-8.37574822285728e-10	2.79663933411146e-10	-1.14398835788413e-11	5.93107909562408e-12	-1.11067406233980e-13	1.40775752520186e-13	1.24277935587103e-15	3.66543067202603e-15	1.42314650705402e-16	1.02956481222578e-16	7.02838456335066e-18	3.07077497146839e-18	2.75755948753320e-19
1.66626825007358e-06	6.24382082157544e-06	1.56687282254412e-05	2.83555930012611e-05	3.81451951018031e-05	8.03681061924197e-06	1.59420692532364e-06	3.03859323124989e-07	5.88285083980626e-08	1.14345942248079e-08	2.25277388091912e-09	4.47068771028760e-10	8.95253185405284e-11	1.80293528944155e-11	3.65116666064832e-12	7.42070048144640e-13	1.51283185758962e-13	3.08974738964161e-14	6.31784713503245e-15	1.29020425627892e-15	2.53052112854220e-16	1.08145523581662e-05	4.03699792184229e-05	0.000102908212282665	0.000188102673513816	0.000296868542066417	1.82082592730937e-05	2.37974955811892e-06	2.55126396894968e-07	4.17826057678826e-08	5.91463101937379e-09	1.03985809001493e-09	1.68639898440011e-10	3.06971616224797e-11	5.36107400658844e-12	9.98448054827923e-13	1.82109693767569e-13	3.44666062899337e-14	6.45456578442311e-15	1.23517489965408e-15	2.34655694737699e-16	4.33635809437118e-17	7.10255894789639e-07	2.62504090394917e-06	6.80838582249800e-06	1.18419031015527e-05	2.21767421820761e-05	-1.03672425061506e-06	2.97761456923689e-07	-1.81891559860469e-08	5.26225135898875e-09	-2.93210501144716e-10	1.09258566632280e-10	-4.29980725443353e-12	2.56064004737434e-12	-3.90454785180550e-14	6.62464657792125e-14	9.17181975110520e-16	1.86072561597677e-15	8.34596539656675e-17	5.59080922034392e-17	4.17134831543721e-18	1.69708382163586e-18
2.38490769799941e-07	9.47648946319140e-07	2.50724667495841e-06	5.12735957640388e-06	8.03681061924197e-06	9.68650630928359e-06	2.23557688217527e-06	4.79637721205553e-07	9.80507961155147e-08	2.01901452523390e-08	4.14896366400013e-09	8.59578815002354e-10	1.78637644331657e-10	3.73227480555662e-11	7.81825462735289e-12	1.64243797330747e-12	3.45479601510106e-13	7.27424760441005e-14	1.53149338586124e-14	3.21706597129147e-15	6.47077087650443e-16	1.51116048056191e-06	6.01016231292866e-06	1.58184286272474e-05	3.28016040059299e-05	5.17542295016587e-05	7.26562468612607e-05	4.97654221114399e-06	7.04105748631296e-07	8.18650377228674e-08	1.42137589211397e-08	2.13983230772612e-09	3.94660037373168e-10	6.72413317948642e-11	1.27524303091154e-11	2.32080079761499e-12	4.48031252915732e-13	8.46642673302369e-14	1.65429638608386e-14	3.19564993294063e-15	6.28095064447942e-16	1.17535476238183e-16	9.79914049729995e-08	3.90882628301472e-07	1.01782748024901e-06	2.14678565596421e-06	3.21723131386856e-06	5.36250336866264e-06	-2.64822876369949e-07	8.57741443958113e-08	-5.39576244808798e-09	1.73198752479990e-09	-9.63649204110480e-11	4.00907029998924e-11	-1.49276121869889e-12	1.03063000338700e-12	-1.16152501341508e-14	2.89074057868532e-14	5.57110595154610e-16	8.72334487612453e-16	4.46327451026309e-17	2.79048795174716e-17	2.12408459160719e-18
3.60045308130858e-08	1.49037991991536e-07	4.18036123683268e-07	9.01798216076959e-07	1.59420692532364e-06	2.23557688217527e-06	2.46455849810083e-06	6.14238959184331e-07	1.41064563919690e-07	3.06844737266668e-08	6.67833601486214e-09	1.44357318228496e-09	3.13200191290923e-10	6.79229580176342e-11	1.47621495495002e-11	3.20825763402228e-12	6.97592965921094e-13	1.51564489364754e-13	3.28989342913949e-14	7.11452188224109e-15	1.46867496489961e-15	2.24044190359594e-07	9.23320233508596e-07	2.58922191082023e-06	5.54816357052561e-06	9.92662253731589e-06	1.39632807355489e-05	1.77966717790806e-05	1.34258245532949e-06	2.03565994620540e-07	2.54658678399863e-08	4.65926348476874e-09	7.42167606486084e-10	1.43017785208481e-10	2.55084831995249e-11	5.02574202454253e-12	9.50613367584256e-13	1.89810333549979e-13	3.70876935448037e-14	7.46797738833680e-15	1.48268746736817e-15	2.86258991430072e-16	1.44572475517575e-08	5.93123941102210e-08	1.66758064882362e-07	3.53263257249024e-07	6.42676170394728e-07	8.57120967606745e-07	1.29763231868065e-06	-6.65320469550974e-08	2.41345240630155e-08	-1.54555345136535e-09	5.49129250347383e-10	-3.01692365136775e-11	1.40440769501539e-11	-4.85246821084632e-13	3.93553093587263e-13	-2.67423028221019e-15	1.19122497683802e-14	2.99034393704018e-16	3.84791745684612e-16	2.21434723502762e-17	1.25005676545766e-17
5.63952560732510e-09	2.43689444825602e-08	7.12295110771617e-08	1.62861883384627e-07	3.03859323124989e-07	4.79637721205553e-07	6.14238959184331e-07	6.28338722648167e-07	1.67341024826586e-07	4.08120985218638e-08	9.38696923036027e-09	2.14851116719835e-09	4.86474720380536e-10	1.10142764592801e-10	2.48518024882380e-11	5.60406923100303e-12	1.26075441103216e-12	2.83176381232085e-13	6.34312783808931e-14	1.41398367926508e-14	2.99772455186967e-15	3.43932982061013e-08	1.48332622042783e-07	4.31211100013100e-07	9.84517462309003e-07	1.82175590950378e-06	2.90457782133587e-06	3.71780042687239e-06	4.36298858492682e-06	3.58899779092123e-07	5.78704310634694e-08	7.74069033917945e-09	1.48518048830005e-09	2.49248608484561e-10	5.00150758461566e-11	9.31012649787567e-12	1.90084727006620e-12	3.72838086567083e-13	7.68500793175665e-14	1.54971586858516e-14	3.20349977754277e-15	6.23650188913724e-16	2.19945354132965e-09	9.48656081001411e-09	2.74412883951336e-08	6.27916134280291e-08	1.14784373965975e-07	1.86023501001661e-07	2.25355462105841e-07	3.14245381466016e-07	-1.64948217982305e-08	6.67478544614289e-09	-4.30644920493858e-10	1.69248391069436e-10	-9.07760151031535e-12	4.74722649626651e-12	-1.48622719426547e-13	1.44241269472168e-13	-2.63410259569893e-16	4.69260099017875e-15	1.46953881370901e-16	1.61434006904068e-16	9.55422566701290e-18
9.13093237867899e-10	4.09151355996558e-09	1.24844988337300e-08	2.97560045141028e-08	5.88285083980626e-08	9.80507961155147e-08	1.41064563919690e-07	1.67341024826586e-07	1.60535537840836e-07	4.53189684786436e-08	1.16638213496518e-08	2.82226828584342e-09	6.76476554174481e-10	1.59880820858817e-10	3.76619582427481e-11	8.81838184897412e-12	2.05858809881659e-12	4.78454695826314e-13	1.10799741237020e-13	2.54831593681887e-14	5.55422441682270e-15	5.46842249787150e-09	2.44180729641107e-08	7.42957254226764e-08	1.75925323448982e-07	3.46866063056692e-07	5.72451753366084e-07	8.30126489574905e-07	9.80622713168263e-07	1.07061436037193e-06	9.53034946653990e-08	1.62442519258435e-08	2.31144183893475e-09	4.63228559681300e-10	8.16132074973377e-11	1.70046509705507e-11	3.29487199600906e-12	6.95609866690752e-13	1.41199147626830e-13	2.99890765838026e-14	6.21519744764363e-15	1.25541788225381e-15	3.47623777221298e-10	1.54818200343367e-09	4.70935228091999e-09	1.10909815315532e-08	2.19080453535878e-08	3.56927289074519e-08	5.25919923796968e-08	5.86977516833312e-08	7.61622842925088e-08	-4.04334719559883e-09	1.82204189386682e-09	-1.17273240036875e-10	5.10271032683368e-11	-2.63939492906291e-12	1.55993527299248e-12	-4.28984613965403e-14	5.11571068161542e-14	1.85880740679011e-16	1.78229592780347e-15	6.71120396379215e-17	6.20484378349754e-17
1.51565130804034e-10	7.04374471332495e-10	2.22922836078210e-09	5.54665453542787e-09	1.14345942248079e-08	2.01901452523390e-08	3.06844737266668e-08	4.08120985218638e-08	4.53189684786436e-08	4.11067422353997e-08	1.22217040830357e-08	3.30253521980576e-09	8.37121815256898e-10	2.09387873935665e-10	5.15000394750900e-11	1.25892431971202e-11	3.05202633986196e-12	7.36102053888514e-13	1.76407252350883e-13	4.19336484401930e-14	9.40256970407825e-15	8.90391785529729e-10	4.12947120247362e-09	1.30124244595125e-08	3.22535481738095e-08	6.59839037793649e-08	1.16036404954588e-07	1.74323873696989e-07	2.33185594795215e-07	2.56870842171972e-07	2.62973515346538e-07	2.51824837548603e-08	4.51544579036644e-09	6.80633277794003e-10	1.42003301226166e-10	2.61843344555721e-11	5.65097876627443e-12	1.13712815357507e-12	2.47766970817745e-13	5.19457667405238e-14	1.13180189808958e-14	2.28768132101616e-15	5.61691797726142e-11	2.60355253135118e-10	8.17983241691128e-10	2.02630548103119e-09	4.12109022663880e-09	7.25775606658004e-09	1.07560018988159e-08	1.46138117896631e-08	1.51838913511105e-08	1.84751230452496e-08	-9.80974167787203e-10	4.92343020709881e-10	-3.13055905427722e-11	1.51162270510149e-11	-7.43867146766842e-13	5.01000502343276e-13	-1.15868744456443e-14	1.76626501622760e-14	1.68911493981979e-16	6.55428759850702e-16	2.57846609572508e-17
